aX,aY,aZ,gX,gY,gZ
0.615,-0.297,0.861,-20.813,8.484,1.221
0.552,-0.358,0.904,-21.545,11.108,-1.099
0.502,-0.334,0.962,-20.935,13.123,-3.479
0.477,-0.333,1.025,-18.372,16.785,-10.62
0.503,-0.356,1.05,-15.015,21.24,-17.273
0.5,-0.363,1.064,-11.23,23.01,-21.118
0.445,-0.402,1.042,-9.155,20.752,-23.315
0.396,-0.436,1.025,-7.141,17.639,-24.109
0.353,-0.418,1.007,-4.15,13.916,-25.696
0.333,-0.369,0.982,-1.404,11.719,-28.381
0.315,-0.377,0.922,0.488,14.221,-31.982
0.333,-0.388,0.906,1.526,19.104,-33.691
0.307,-0.371,0.933,3.357,21.851,-33.997
0.249,-0.346,0.962,5.066,19.531,-32.593
0.211,-0.35,0.959,6.958,13.0,-29.48
0.198,-0.351,0.937,8.484,5.493,-26.428
0.186,-0.341,0.907,10.01,-0.793,-24.414
0.2,-0.33,0.874,10.986,-4.944,-21.973
0.187,-0.336,0.849,11.047,-5.92,-18.555
0.162,-0.326,0.857,11.108,-5.737,-15.198
0.178,-0.292,0.866,10.986,-5.554,-11.536
0.217,-0.265,0.878,10.986,-6.592,-7.751
0.273,-0.247,0.918,11.169,-10.925,-3.662
0.308,-0.21,0.967,11.536,-17.09,0.061
0.333,-0.17,1.009,12.207,-22.827,2.869
0.356,-0.145,1.021,13.428,-26.794,5.005
0.364,-0.134,1.007,15.32,-28.87,7.507
0.368,-0.146,0.962,17.395,-29.968,9.583
0.347,-0.179,0.909,18.86,-28.625,11.169
0.305,-0.181,0.861,18.25,-24.841,13.306
0.333,-0.195,0.807,18.066,-23.132,15.137
0.36,-0.206,0.752,16.602,-25.33,17.578
0.393,-0.193,0.722,13.733,-30.823,20.447
0.373,-0.187,0.708,10.864,-36.56,22.4
0.346,-0.164,0.732,7.385,-39.917,24.17
0.366,-0.154,0.775,4.211,-38.025,25.635
0.352,-0.149,0.79,1.709,-31.25,26.55
0.343,-0.147,0.809,-0.061,-22.583,27.283
0.399,-0.159,0.83,-1.282,-11.414,26.489
0.478,-0.191,0.798,-2.136,2.075,24.048
0.555,-0.221,0.768,-4.15,13.733,21.362
0.645,-0.232,0.767,-6.47,21.912,18.799
0.682,-0.215,0.776,-9.033,25.391,16.052
0.674,-0.224,0.805,-11.719,22.888,13.0
0.689,-0.237,0.836,-14.404,18.616,9.399
0.672,-0.284,0.825,-16.663,14.954,4.333
0.638,-0.358,0.875,-18.433,10.681,0.427
0.605,-0.35,0.911,-19.409,9.033,-2.747
0.518,-0.36,0.951,-19.043,11.963,-8.728
0.506,-0.38,0.965,-18.25,19.409,-14.221
0.501,-0.386,0.969,-16.418,27.71,-18.982
0.464,-0.392,0.969,-14.648,34.302,-23.987
0.468,-0.407,0.973,-13.062,38.33,-27.832
0.477,-0.416,0.988,-10.742,36.621,-30.151
0.422,-0.402,1.015,-8.24,27.283,-30.029
0.341,-0.363,1.016,-5.859,14.587,-29.846
0.266,-0.363,0.994,-3.723,5.188,-30.823
0.236,-0.376,0.963,-1.587,2.502,-32.043
0.216,-0.379,0.948,0.549,3.906,-32.837
0.187,-0.363,0.97,2.136,5.31,-31.372
0.12,-0.329,0.982,3.906,3.235,-27.039
0.068,-0.313,0.959,5.981,-2.258,-21.729
0.046,-0.339,0.909,7.385,-5.615,-18.555
0.078,-0.362,0.887,8.118,-2.502,-18.005
0.173,-0.345,0.901,8.423,6.042,-18.433
0.259,-0.297,0.927,8.911,14.221,-17.273
0.304,-0.274,0.918,9.338,15.869,-13.245
0.302,-0.277,0.878,9.46,10.376,-7.629
0.29,-0.268,0.863,8.972,1.221,-3.418
0.323,-0.245,0.879,8.85,-8.362,-0.61
0.347,-0.224,0.919,9.399,-16.296,2.625
0.339,-0.201,0.958,10.071,-21.24,5.798
0.315,-0.187,0.967,10.925,-23.01,8.179
0.31,-0.178,0.938,12.085,-22.339,9.644
0.323,-0.183,0.902,13.428,-19.714,10.437
0.324,-0.193,0.871,14.709,-15.93,11.353
0.311,-0.205,0.841,15.503,-12.756,12.573
0.327,-0.214,0.823,16.052,-12.268,14.893
0.36,-0.245,0.791,15.686,-15.564,18.25
0.355,-0.254,0.741,12.512,-20.935,22.034
0.371,-0.224,0.737,9.583,-25.94,24.658
0.434,-0.184,0.775,8.606,-29.846,25.635
0.544,-0.182,0.812,7.996,-34.241,26.917
0.536,-0.2,0.836,6.226,-38.696,29.48
0.413,-0.203,0.841,3.967,-41.199,31.433
0.392,-0.202,0.854,2.136,-35.889,29.785
0.448,-0.219,0.825,0.916,-20.142,24.414
0.549,-0.218,0.842,0.061,-1.282,17.761
0.692,-0.194,0.88,-0.061,12.268,13.611
