aX,aY,aZ,gX,gY,gZ
0.363,-0.016,0.876,19.043,23.926,31.006
0.313,-0.035,0.779,21.057,24.536,39.368
0.374,-0.054,0.705,22.278,27.588,46.936
0.453,0.002,0.663,21.912,34.485,51.514
0.478,0.029,0.625,21.118,41.016,54.382
0.552,0.066,0.663,19.409,47.058,59.875
0.679,0.145,0.732,19.287,58.472,63.66
0.941,0.212,0.672,18.738,74.402,61.401
1.277,0.24,0.535,18.738,78.979,58.655
1.379,0.272,0.485,18.372,58.655,60.73
1.05,0.266,0.405,19.409,17.517,68.481
0.599,0.206,0.195,15.32,-22.766,77.393
0.49,0.162,0.13,7.629,-35.889,81.604
0.434,0.299,0.068,-1.648,-19.775,76.66
0.747,0.448,0.138,-12.756,1.526,67.871
1.466,0.692,0.528,-16.235,19.531,63.843
1.899,0.988,0.767,-14.648,31.982,58.899
1.932,0.804,0.574,-7.08,14.526,49.988
1.542,0.679,0.449,-5.737,-35.767,35.217
1.183,0.861,0.362,-14.893,-70.618,26.55
1.125,0.906,0.334,-15.015,-55.542,15.503
1.053,0.849,0.285,-15.259,-23.56,-2.136
1.065,0.775,0.257,-15.808,-4.15,-16.541
1.115,0.695,0.268,-14.587,-0.916,-26.428
1.007,0.632,0.354,-14.16,-2.502,-34.668
0.964,0.534,0.466,-12.146,1.16,-43.518
1.044,0.428,0.565,-8.728,6.531,-49.133
1.112,0.437,0.648,-5.005,8.179,-49.011
1.066,0.434,0.63,-2.441,5.493,-52.49
0.958,0.429,0.594,0.427,3.906,-53.711
1.025,0.366,0.513,4.456,13.611,-54.26
1.148,0.315,0.448,5.005,26.978,-56.274
