aX,aY,aZ,gX,gY,gZ
0.341,0.856,0.346,0.854,-0.244,1.099
0.339,0.855,0.347,1.16,-0.305,0.916
0.335,0.855,0.346,1.282,-0.183,0.977
0.332,0.855,0.344,1.221,-0.061,0.732
0.333,0.858,0.339,1.526,0.244,0.549
0.333,0.858,0.336,1.343,0.671,0.61
0.336,0.859,0.335,1.282,0.793,0.549
0.337,0.859,0.336,1.587,0.977,0.549
0.339,0.858,0.336,1.587,0.977,0.671
0.34,0.856,0.338,1.709,0.916,0.793
0.338,0.854,0.343,1.587,0.671,0.61
0.336,0.852,0.342,1.282,0.427,0.427
0.334,0.85,0.342,1.221,0.305,0.305
0.333,0.849,0.341,1.221,0.183,0.183
0.333,0.848,0.339,1.099,0.244,0.244
0.333,0.847,0.338,1.221,0.122,0.305
0.333,0.847,0.336,1.099,0.061,0.366
0.332,0.848,0.335,1.038,-0.183,0.305
0.33,0.849,0.335,0.916,-0.244,0.488
0.33,0.849,0.337,1.221,-0.183,0.732
0.332,0.848,0.338,1.282,-0.061,0.854
0.334,0.85,0.339,1.16,-0.061,0.854
0.334,0.853,0.34,1.16,-0.305,0.732
0.331,0.854,0.34,0.977,-0.366,0.61
0.329,0.853,0.339,1.282,-0.183,0.61
0.33,0.851,0.338,1.221,0.061,0.732
0.329,0.852,0.338,1.221,0.305,0.61
0.33,0.852,0.337,1.282,0.427,0.61
0.331,0.853,0.336,1.221,0.549,0.793
0.332,0.853,0.336,1.282,0.61,0.977
0.334,0.852,0.334,1.282,0.732,1.038
0.336,0.849,0.333,1.038,0.854,1.038
0.337,0.848,0.335,0.916,0.61,0.916
0.338,0.848,0.336,0.916,0.366,0.671
0.335,0.847,0.335,0.61,0.183,0.61
0.336,0.848,0.338,0.366,-0.061,0.488
0.334,0.849,0.34,0.366,-0.244,0.488
0.333,0.849,0.338,0.427,-0.305,0.427
0.333,0.852,0.333,0.366,-0.427,0.427
0.33,0.854,0.331,0.305,-0.366,0.488
0.33,0.852,0.331,0.122,-0.488,0.61
0.332,0.849,0.333,0.0,-0.305,0.427
0.33,0.847,0.336,0.305,-0.244,0.427
0.329,0.846,0.336,0.244,-0.183,0.061
0.325,0.847,0.336,0.061,-0.061,-0.122
0.323,0.85,0.336,0.061,0.183,0.0
0.326,0.853,0.334,0.061,0.549,-0.244
0.329,0.856,0.335,0.122,0.793,-0.305
0.33,0.856,0.338,0.061,0.916,-0.183
0.33,0.858,0.34,0.0,0.732,-0.183
0.33,0.857,0.339,-0.183,0.732,0.061
0.329,0.855,0.341,0.061,0.671,0.122
0.327,0.849,0.339,-0.061,0.488,0.305
0.327,0.847,0.338,0.061,0.366,0.427
0.325,0.844,0.335,0.0,0.244,0.488
0.326,0.844,0.335,0.183,0.366,0.549
0.327,0.847,0.336,-0.061,0.244,0.549
0.329,0.85,0.339,-0.061,0.183,0.549
0.329,0.852,0.337,-0.366,0.122,0.366
0.329,0.855,0.341,-0.061,0.0,0.305
0.328,0.858,0.341,-0.305,0.061,0.244
0.329,0.863,0.339,-0.183,0.061,0.183
0.33,0.863,0.336,-0.061,0.305,0.366
0.331,0.861,0.335,0.0,0.366,0.366
0.331,0.859,0.335,0.0,0.427,0.244
0.33,0.856,0.336,0.0,0.549,0.366
0.329,0.853,0.336,0.122,0.488,0.488
0.329,0.851,0.339,-0.183,0.549,0.366
0.329,0.851,0.342,-0.183,0.671,0.244
0.329,0.852,0.338,0.0,0.488,0.305
0.33,0.854,0.336,-0.122,0.549,0.122
0.33,0.855,0.336,-0.183,0.61,-0.122
0.329,0.856,0.336,-0.366,0.427,-0.488
0.328,0.855,0.338,-0.305,0.244,-0.488
0.329,0.854,0.341,-0.366,0.061,-0.549
0.326,0.853,0.341,-0.549,-0.061,-0.671
0.325,0.855,0.342,-0.671,-0.061,-0.61
0.325,0.856,0.341,-0.549,0.0,-0.427
0.328,0.86,0.341,-0.549,-0.122,-0.183
0.329,0.862,0.342,-0.61,-0.244,-0.061
0.328,0.862,0.346,-0.671,-0.183,0.183
0.326,0.86,0.345,-0.732,-0.305,0.183
0.326,0.861,0.347,-0.732,-0.366,0.549
0.327,0.859,0.349,-0.671,-0.427,0.793
0.327,0.857,0.349,-0.61,-0.427,0.793
0.327,0.857,0.348,-0.61,-0.366,0.732
0.327,0.858,0.348,-0.549,-0.183,0.61
0.327,0.858,0.348,-0.427,-0.427,0.549
0.325,0.86,0.349,-0.366,-0.305,0.427
0.325,0.862,0.349,-0.244,-0.183,0.122
0.325,0.859,0.35,-0.122,-0.244,0.183
0.326,0.857,0.352,0.0,-0.183,0.122
0.326,0.856,0.352,0.122,-0.244,0.122
0.327,0.856,0.353,0.183,-0.305,0.427
0.326,0.856,0.353,0.366,-0.305,0.427
0.325,0.853,0.35,0.488,-0.366,0.488
0.325,0.852,0.349,0.549,-0.183,0.671
0.325,0.851,0.346,0.366,-0.122,0.854
0.325,0.85,0.346,0.305,-0.183,0.916
0.326,0.852,0.345,0.305,-0.366,1.038
0.327,0.852,0.349,0.549,-0.549,1.038
0.327,0.855,0.351,0.427,-0.671,0.916
0.327,0.859,0.351,0.427,-0.854,0.732
0.327,0.86,0.349,0.427,-0.977,0.732
0.325,0.857,0.347,0.366,-0.977,0.732
0.325,0.857,0.345,0.366,-0.732,0.671
0.324,0.855,0.343,0.61,-0.732,0.549
0.324,0.856,0.34,0.61,-0.366,0.549
0.325,0.855,0.34,0.732,-0.366,0.549
0.327,0.854,0.342,0.854,-0.427,0.671
0.328,0.853,0.341,0.549,-0.366,0.61
0.326,0.855,0.343,0.854,-0.366,0.427
0.327,0.855,0.344,0.732,-0.305,0.305
0.326,0.855,0.344,0.732,-0.549,0.061
0.325,0.855,0.343,0.916,-0.61,-0.122
0.324,0.855,0.341,1.16,-0.427,-0.061
0.323,0.854,0.339,1.038,-0.305,-0.061
0.324,0.853,0.338,0.916,-0.305,-0.244
0.325,0.852,0.338,1.038,-0.305,-0.244
0.325,0.852,0.336,0.977,-0.366,-0.122
0.325,0.851,0.335,1.099,-0.366,-0.122
0.324,0.851,0.335,0.977,-0.427,0.0
0.324,0.852,0.335,0.732,-0.427,0.0
0.324,0.853,0.335,0.793,-0.244,0.0
0.325,0.853,0.336,0.916,-0.427,0.122
0.324,0.854,0.338,0.732,-0.61,0.061
0.324,0.855,0.336,0.732,-0.488,0.122
0.324,0.853,0.334,0.671,-0.427,0.0
0.324,0.852,0.335,0.61,-0.549,-0.305
0.322,0.854,0.336,0.427,-0.427,-0.549
0.322,0.856,0.338,0.366,-0.244,-0.732
0.326,0.857,0.339,0.366,-0.122,-0.916
0.326,0.857,0.34,0.427,0.061,-0.732
0.324,0.854,0.34,0.488,-0.061,-0.61
0.322,0.856,0.339,0.488,-0.061,-0.549
0.321,0.856,0.337,0.671,0.122,-0.244
0.321,0.855,0.336,0.61,0.366,-0.122
0.323,0.854,0.337,0.488,0.488,-0.244
0.323,0.852,0.338,0.61,0.427,-0.366
0.321,0.852,0.34,0.305,0.061,-0.488
0.32,0.855,0.342,0.244,0.061,-0.793
0.321,0.854,0.344,0.488,0.122,-0.732
0.321,0.852,0.344,0.244,0.061,-0.916
0.321,0.852,0.342,0.122,0.061,-1.038
0.321,0.852,0.342,0.183,-0.061,-0.671
0.318,0.849,0.342,-0.183,-0.122,-0.61
0.319,0.849,0.342,-0.183,-0.244,-0.488
0.319,0.851,0.343,-0.061,-0.122,-0.305
0.319,0.854,0.346,-0.122,-0.061,-0.366
0.32,0.858,0.346,-0.305,-0.061,-0.488
0.319,0.86,0.345,-0.305,0.0,-0.366
0.319,0.86,0.345,-0.305,-0.122,-0.488
0.321,0.861,0.346,-0.122,0.183,-0.427
0.322,0.859,0.348,-0.305,0.183,-0.366
0.322,0.855,0.349,-0.305,0.061,-0.549
0.319,0.854,0.35,-0.244,-0.061,-0.61
0.317,0.851,0.349,-0.122,-0.061,-0.61
0.317,0.851,0.349,-0.183,0.061,-0.732
0.32,0.85,0.348,-0.183,0.183,-0.671
0.319,0.85,0.349,-0.122,0.061,-0.549
0.319,0.854,0.35,0.0,-0.122,-0.488
0.318,0.853,0.349,0.0,-0.061,-0.366
0.316,0.852,0.349,0.244,-0.244,-0.183
0.315,0.851,0.347,0.305,-0.244,-0.061
0.315,0.849,0.346,0.427,-0.183,-0.061
0.318,0.849,0.346,0.61,-0.122,0.244
0.318,0.849,0.346,0.793,-0.061,0.366
0.321,0.851,0.346,0.732,0.061,0.427
0.323,0.853,0.346,0.732,0.061,0.549
0.325,0.856,0.347,0.854,0.244,0.732
0.327,0.859,0.346,0.793,0.183,0.977
0.328,0.86,0.344,0.916,-0.061,0.916
0.33,0.86,0.344,0.977,-0.061,0.854
0.331,0.861,0.344,0.977,-0.305,0.916
0.331,0.859,0.344,0.671,-0.366,0.793
0.333,0.859,0.343,0.671,-0.366,0.671
0.332,0.856,0.344,0.793,-0.366,0.61
0.332,0.853,0.345,0.854,-0.122,0.427
0.331,0.853,0.347,0.488,-0.122,0.366
0.333,0.853,0.349,0.671,-0.122,0.122
0.332,0.851,0.351,0.488,-0.244,-0.061
0.333,0.851,0.35,0.671,0.0,-0.244
0.332,0.852,0.349,0.671,0.061,-0.427
0.332,0.854,0.346,0.732,0.061,-0.549
0.33,0.855,0.344,0.793,0.366,-0.732
0.331,0.856,0.344,1.038,0.488,-0.854
0.331,0.856,0.346,1.099,0.488,-0.916
0.33,0.855,0.346,1.465,0.671,-1.099
0.33,0.853,0.348,1.587,0.854,-1.099
0.33,0.854,0.348,1.587,0.854,-1.038
0.329,0.853,0.349,1.831,1.16,-0.977
0.331,0.853,0.35,1.77,1.404,-0.854
0.331,0.853,0.349,1.709,1.587,-0.916
0.333,0.852,0.348,1.953,1.709,-0.916
0.334,0.851,0.345,1.892,1.953,-0.977
0.334,0.85,0.344,1.892,1.892,-1.038
0.332,0.85,0.344,1.892,1.587,-1.099
0.331,0.851,0.345,1.77,1.343,-1.282
0.331,0.851,0.346,1.648,1.221,-1.343
0.329,0.855,0.35,1.587,1.282,-1.465
0.329,0.858,0.353,1.587,1.343,-1.465
0.328,0.858,0.351,1.77,1.465,-1.587
0.327,0.856,0.35,1.77,1.648,-1.587
0.326,0.853,0.348,1.709,1.587,-1.343
0.328,0.853,0.347,1.892,1.831,-1.343
0.329,0.853,0.346,2.014,1.892,-1.343
0.329,0.852,0.347,1.892,1.77,-1.16
0.328,0.851,0.35,1.709,1.587,-1.038
0.328,0.856,0.357,1.526,1.221,-0.977
