aX,aY,aZ,gX,gY,gZ
0.421,0.247,1.026,21.851,5.92,-75.073
0.373,-0.071,1.118,28.015,0.183,-83.984
-0.087,-0.154,0.993,30.762,-0.793,-75.195
-0.881,-0.529,0.714,28.198,-1.709,-55.603
-1.352,-0.377,0.595,24.475,10.132,-20.02
-0.456,-0.065,0.606,15.015,59.692,-22.156
0.065,-0.096,0.62,14.343,107.117,-40.283
0.573,-0.022,0.617,13.794,103.638,-27.039
0.612,0.002,0.647,10.071,69.519,-18.921
0.45,-0.013,0.678,3.967,29.785,-18.372
0.282,-0.01,0.718,0.061,-2.441,-17.029
0.195,0.024,0.773,-2.869,-20.081,-13.916
0.15,0.069,0.829,-4.395,-23.315,-11.719
0.093,0.076,0.903,-4.639,-19.897,-10.803
-0.008,0.041,0.988,-2.869,-14.038,-10.742
-0.117,-0.007,1.068,-0.122,-6.836,-10.071
-0.187,-0.055,1.117,1.77,1.282,-7.324
-0.135,-0.096,1.109,3.967,9.155,-2.014
0.003,-0.129,1.072,5.737,15.076,3.479
0.136,-0.15,1.04,6.104,17.761,8.484
0.186,-0.156,0.99,5.981,18.005,12.756
0.207,-0.184,0.921,6.531,15.686,15.747
0.227,-0.21,0.875,6.409,12.146,18.555
0.232,-0.214,0.849,4.517,7.996,20.569
0.25,-0.194,0.829,2.502,4.578,21.362
0.25,-0.18,0.827,0.61,1.465,21.484
0.212,-0.153,0.839,-1.099,-2.991,22.217
0.131,-0.14,0.854,-1.465,-7.446,23.132
-0.04,-0.152,0.792,-1.404,-10.498,24.902
-0.152,-0.201,0.778,-1.77,-12.512,29.114
-0.219,-0.212,0.756,-2.258,-11.23,34.851
-0.246,-0.205,0.745,-4.272,-8.484,40.161
-0.174,-0.165,0.788,-6.409,-5.798,48.523
0.007,-0.047,0.906,-7.935,-4.15,57.495
0.302,0.055,1.027,-8.179,-3.052,63.293
0.51,0.132,1.186,-7.812,-5.554,66.772
0.527,0.134,1.194,-5.249,-12.573,69.092
0.339,0.106,1.2,-1.465,-22.705,65.979
0.17,0.043,1.232,1.404,-29.663,64.148
0.279,0.12,1.272,4.211,-24.109,63.293
0.505,0.202,1.301,9.277,-12.268,56.702
0.592,0.186,1.306,15.137,-4.395,52.185
0.64,0.176,1.266,20.203,-1.343,45.959
0.652,0.164,1.246,22.766,0.793,36.743
0.751,0.13,1.248,26.611,1.892,25.94
0.802,0.132,1.239,29.297,2.136,15.137
0.752,0.114,1.209,31.006,0.488,3.845
0.558,0.006,1.155,33.447,-2.197,-4.944
0.409,-0.077,1.097,33.936,-3.54,-11.658
0.31,-0.125,1.05,33.02,0.854,-18.066
0.293,-0.332,1.018,32.043,8.362,-20.142
0.252,-0.422,1.021,31.677,11.841,-3.052
0.223,0.21,1.006,26.245,7.751,20.935
0.223,0.213,0.928,21.118,8.301,3.174
0.37,0.104,0.916,23.926,16.541,-16.846
0.51,0.282,0.924,21.545,16.968,-31.555
0.528,0.161,0.94,21.545,12.329,-52.917
0.491,-0.17,0.957,25.085,6.287,-65.186
