aX,aY,aZ,gX,gY,gZ
0.865,-0.668,-0.361,17.273,133.545,14.282
0.829,-0.692,-0.416,9.827,123.718,14.893
0.905,-0.736,-0.402,2.441,110.291,18.188
0.975,-0.74,-0.321,-5.615,94.482,18.677
1.014,-0.755,-0.192,-11.719,75.073,18.005
1.018,-0.74,-0.076,-16.296,53.345,16.968
0.953,-0.717,0.006,-18.433,32.349,14.893
0.848,-0.723,0.085,-18.494,16.541,12.451
0.853,-0.695,0.14,-16.846,7.568,8.911
0.931,-0.68,0.115,-13.794,-0.732,5.371
0.98,-0.692,0.073,-11.963,-18.188,4.639
0.947,-0.709,0.022,-13.0,-43.03,5.737
0.917,-0.725,-0.018,-16.357,-69.275,6.592
0.862,-0.74,-0.029,-22.095,-91.309,7.446
0.833,-0.736,0.005,-27.649,-106.689,8.423
0.809,-0.766,0.12,-30.457,-116.577,8.911
0.731,-0.783,0.313,-31.677,-118.53,9.705
0.658,-0.741,0.437,-30.09,-109.985,9.277
0.63,-0.69,0.456,-26.55,-95.764,5.371
0.678,-0.719,0.424,-21.667,-84.29,1.343
0.745,-0.748,0.394,-19.226,-81.543,-0.122
0.687,-0.729,0.393,-20.63,-84.839,-2.258
0.647,-0.708,0.36,-21.729,-87.952,-7.324
0.746,-0.733,0.353,-21.362,-92.102,-13.062
0.753,-0.792,0.386,-22.278,-98.999,-17.212
0.873,-0.855,0.288,-23.376,-110.535,-18.738
0.595,-0.834,0.31,-25.635,-121.033,-19.958
0.415,-0.77,0.452,-29.358,-125.122,-19.592
0.299,-0.792,0.528,-28.564,-115.112,-21.179
0.184,-0.8,0.645,-24.353,-96.985,-25.94
0.233,-0.76,0.705,-19.47,-79.529,-26.123
-0.031,-0.756,0.719,-13.245,-64.636,-19.348
0.001,-0.679,0.728,-9.705,-51.819,-7.629
-0.133,-0.718,0.623,-4.272,-30.212,-2.136
-0.08,-0.645,0.631,-2.258,-2.258,2.075
0.032,-0.55,0.693,2.258,31.189,6.287
0.21,-0.531,0.76,11.475,62.5,8.728
0.38,-0.575,0.784,22.461,86.426,12.329
0.497,-0.635,0.745,31.86,105.286,15.137
0.564,-0.661,0.645,39.429,119.995,15.869
0.593,-0.667,0.546,45.654,129.761,15.625
0.611,-0.694,0.416,52.185,135.254,15.686
0.605,-0.733,0.263,56.946,136.292,16.602
0.541,-0.763,0.116,58.716,133.789,17.761
0.506,-0.764,-0.011,58.35,130.066,19.165
0.581,-0.68,0.127,54.871,131.653,18.799
0.72,-0.6,0.052,51.331,146.057,14.282
0.931,-0.487,0.011,50.171,162.537,8.362
0.944,-0.296,0.168,46.082,172.729,2.869
0.843,-0.333,-0.172,45.349,177.124,0.671
0.977,-0.407,-0.326,45.898,162.964,1.587
0.938,-0.488,-0.549,39.001,143.188,2.136
0.888,-0.621,-0.715,29.846,121.765,5.005
0.982,-0.665,-0.822,14.771,99.548,9.338
1.016,-0.752,-0.763,-1.77,75.562,12.146
0.934,-0.842,-0.577,-16.052,51.392,16.052
0.882,-0.85,-0.328,-26.428,28.992,19.592
0.87,-0.807,-0.099,-31.311,8.301,22.034
0.864,-0.746,-0.017,-31.067,-9.033,23.071
0.915,-0.677,0.032,-30.762,-26.855,24.231
0.961,-0.732,0.013,-29.236,-44.067,22.949
0.988,-0.772,-0.054,-27.649,-62.134,20.264
1.034,-0.758,-0.055,-29.297,-85.083,18.188
0.96,-0.788,-0.06,-32.471,-108.948,16.602
0.828,-0.791,-0.036,-37.17,-127.625,15.93
0.742,-0.784,0.062,-41.443,-134.583,15.137
0.713,-0.765,0.225,-42.175,-127.38,13.916
0.68,-0.721,0.448,-38.574,-110.596,11.658
0.607,-0.631,0.501,-31.555,-92.346,8.484
0.759,-0.612,0.498,-21.973,-86.853,5.249
0.879,-0.664,0.451,-13.611,-95.886,6.104
0.918,-0.713,0.38,-11.78,-116.333,5.615
0.899,-0.725,0.274,-14.526,-142.029,2.869
0.878,-0.716,0.233,-16.357,-172.058,0.366
0.714,-0.705,0.285,-18.921,-200.012,-1.831
0.564,-0.701,0.378,-22.583,-217.041,-5.127
0.511,-0.727,0.447,-24.536,-218.506,-9.521
0.399,-0.732,0.578,-25.818,-208.557,-13.184
0.485,-0.755,0.582,-24.78,-191.04,-15.442
0.272,-0.798,0.677,-20.447,-172.18,-16.174
0.224,-0.727,0.792,-18.066,-154.968,-13.489
0.026,-0.747,0.91,-11.108,-133.301,-11.23
-0.075,-0.727,0.95,-3.662,-109.07,-9.338
0.321,-0.738,0.893,5.554,-84.778,-7.08
0.476,-0.834,0.756,11.719,-65.308,-5.92
0.054,-0.712,0.731,9.888,-54.138,0.061
-0.089,-0.671,0.66,7.629,-26.978,10.315
-0.018,-0.546,0.6,9.705,25.085,6.531
0.187,-0.406,0.652,14.16,80.2,1.526
0.45,-0.479,0.65,22.705,118.835,3.967
0.632,-0.605,0.612,31.189,137.634,10.803
0.657,-0.712,0.557,38.025,138.245,15.32
0.698,-0.745,0.485,42.358,128.052,16.357
0.681,-0.744,0.423,45.593,116.76,14.709
0.727,-0.655,0.431,47.485,109.68,11.169
0.765,-0.594,0.465,50.598,104.187,7.629
0.661,-0.612,0.476,53.162,96.13,6.958
0.515,-0.628,0.389,54.993,92.163,8.423
0.581,-0.603,0.256,57.434,93.811,7.935
0.673,-0.621,0.165,57.617,100.464,4.028
0.627,-0.603,0.089,51.941,115.479,-1.038
0.681,-0.531,0.052,47.363,137.207,-6.897
0.723,-0.543,-0.033,45.41,161.743,-10.254
0.771,-0.582,-0.148,42.786,182.068,-8.911
0.842,-0.565,-0.193,38.391,198.303,-8.423
0.794,-0.525,-0.144,33.142,210.388,-10.071
0.596,-0.588,-0.207,26.062,217.346,-9.583
0.466,-0.6,-0.357,17.639,221.558,-6.104
0.59,-0.552,-0.459,10.742,224.548,-3.601
0.648,-0.604,-0.558,3.479,224.976,-1.16
0.74,-0.703,-0.568,-4.578,215.088,4.211
0.869,-0.78,-0.535,-11.658,194.641,11.23
1.059,-0.838,-0.467,-16.296,164.062,16.724
1.129,-0.882,-0.313,-20.02,126.892,19.409
1.079,-0.856,-0.194,-24.536,90.271,17.09
0.979,-0.734,-0.167,-29.724,60.608,12.146
0.895,-0.709,-0.134,-32.959,39.612,8.057
0.775,-0.703,-0.163,-34.241,23.682,4.517
0.761,-0.698,-0.235,-34.241,5.554,5.066
0.83,-0.729,-0.199,-33.325,-19.592,10.376
0.858,-0.763,-0.106,-33.997,-49.072,15.015
0.841,-0.737,-0.063,-36.255,-77.759,17.029
0.842,-0.691,-0.024,-38.391,-105.042,16.785
0.845,-0.686,0.059,-39.673,-128.906,16.541
0.847,-0.667,0.11,-39.185,-147.888,15.991
0.903,-0.69,0.21,-36.682,-163.696,14.832
0.811,-0.714,0.29,-33.691,-171.021,14.221
0.727,-0.669,0.337,-32.349,-165.955,11.108
0.779,-0.624,0.257,-30.334,-153.503,4.639
0.858,-0.673,0.159,-28.503,-144.47,0.305
0.827,-0.725,0.127,-29.663,-143.494,-0.061
0.725,-0.75,0.032,-33.936,-144.897,0.977
0.768,-0.745,-0.025,-38.269,-148.499,1.587
0.675,-0.683,0.074,-45.715,-151.733,1.709
0.474,-0.664,0.205,-51.758,-148.865,-0.427
0.437,-0.672,0.325,-53.589,-139.404,-2.441
0.442,-0.686,0.437,-55.054,-127.136,-3.418
0.333,-0.683,0.614,-53.345,-117.737,-2.258
0.58,-0.703,0.636,-48.706,-114.807,0.732
0.413,-0.799,0.848,-40.344,-118.835,3.784
0.378,-0.678,1.069,-36.255,-127.93,8.728
0.286,-0.7,1.163,-23.315,-123.962,7.324
0.314,-0.624,1.154,-11.536,-107.971,2.075
0.452,-0.684,1.042,2.93,-90.21,3.845
0.461,-0.671,0.926,14.648,-78.125,5.737
0.58,-0.672,0.681,23.071,-70.068,7.263
0.714,-0.677,0.641,28.992,-61.951,4.15
0.489,-0.696,0.58,31.738,-58.167,-0.122
0.527,-0.647,0.585,33.752,-53.833,1.465
0.537,-0.637,0.568,37.72,-45.044,-0.977
0.575,-0.638,0.559,40.222,-37.476,-2.747
0.58,-0.728,0.5,42.786,-32.898,-2.258
0.556,-0.783,0.448,44.067,-27.039,-2.014
0.567,-0.744,0.416,43.396,-20.508,-2.441
0.631,-0.688,0.393,42.786,-14.832,-3.357
0.707,-0.633,0.357,42.48,-11.719,-5.432
0.545,-0.611,0.443,41.443,-10.681,-7.507
0.46,-0.657,0.404,40.71,-6.592,-7.08
0.352,-0.702,0.399,40.466,7.385,-7.568
